Load,Active set ID
"(0.0, 0.0, 0.0, 0.0, 0.63, 0.0, 0.82, 0.0, 1.33, 3057)",3
"(0.0, 0.0, 0.0, 0.0, 0.84, 0.0, 1.12, 0.0, 1.31, 3702)",3
"(0.0, 0.0, 0.0, 0.0, 0.83, 0.0, 1.39, 0.0, 1.18, 3072)",3
"(0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.92, 0.0, 1.25, 2478)",2
"(0.0, 0.0, 0.0, 0.0, 0.79, 0.0, 0.55, 0.0, 1.17, 3578)",1
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.77, 0.0, 1.66, 3447)",3
"(0.0, 0.0, 0.0, 0.0, 1.27, 0.0, 0.78, 0.0, 1.59, 3162)",3
"(0.0, 0.0, 0.0, 0.0, 1.09, 0.0, 0.75, 0.0, 1.61, 2523)",2
"(0.0, 0.0, 0.0, 0.0, 0.51, 0.0, 1.13, 0.0, 0.96, 3136)",1
"(0.0, 0.0, 0.0, 0.0, 0.63, 0.0, 0.97, 0.0, 1.15, 2204)",2
"(0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.9, 0.0, 1.0, 2384)",1
"(0.0, 0.0, 0.0, 0.0, 0.58, 0.0, 0.9, 0.0, 1.69, 2624)",2
"(0.0, 0.0, 0.0, 0.0, 1.04, 0.0, 0.65, 0.0, 1.48, 3266)",3
"(0.0, 0.0, 0.0, 0.0, 0.97, 0.0, 1.19, 0.0, 0.82, 3675)",3
"(0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 0.74, 0.0, 0.97, 2925)",1
"(0.0, 0.0, 0.0, 0.0, 0.86, 0.0, 1.01, 0.0, 1.35, 2258)",2
"(0.0, 0.0, 0.0, 0.0, 0.59, 0.0, 0.87, 0.0, 1.85, 2061)",2
"(0.0, 0.0, 0.0, 0.0, 0.62, 0.0, 0.84, 0.0, 1.38, 2659)",2
"(0.0, 0.0, 0.0, 0.0, 0.88, 0.0, 1.17, 0.0, 1.03, 3365)",3
"(0.0, 0.0, 0.0, 0.0, 0.63, 0.0, 1.18, 0.0, 1.84, 2987)",2
"(0.0, 0.0, 0.0, 0.0, 0.91, 0.0, 0.85, 0.0, 1.42, 2336)",2
"(0.0, 0.0, 0.0, 0.0, 1.21, 0.0, 0.75, 0.0, 0.73, 3727)",1
"(0.0, 0.0, 0.0, 0.0, 1.01, 0.0, 0.8, 0.0, 1.65, 2943)",2
"(0.0, 0.0, 0.0, 0.0, 1.03, 0.0, 1.14, 0.0, 0.78, 2392)",2
"(0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 1.33, 0.0, 1.85, 2072)",2
"(0.0, 0.0, 0.0, 0.0, 1.28, 0.0, 1.11, 0.0, 1.03, 3069)",3
"(0.0, 0.0, 0.0, 0.0, 0.87, 0.0, 0.87, 0.0, 1.15, 3105)",3
"(0.0, 0.0, 0.0, 0.0, 1.31, 0.0, 0.87, 0.0, 0.62, 2796)",2
"(0.0, 0.0, 0.0, 0.0, 0.55, 0.0, 0.89, 0.0, 1.57, 3780)",3
"(0.0, 0.0, 0.0, 0.0, 0.98, 0.0, 1.16, 0.0, 1.39, 2649)",2
"(0.0, 0.0, 0.0, 0.0, 0.94, 0.0, 1.33, 0.0, 1.1, 2132)",2
"(0.0, 0.0, 0.0, 0.0, 1.01, 0.0, 0.8, 0.0, 0.62, 2531)",1
"(0.0, 0.0, 0.0, 0.0, 1.28, 0.0, 1.48, 0.0, 0.9, 3328)",3
"(0.0, 0.0, 0.0, 0.0, 0.94, 0.0, 0.8, 0.0, 0.94, 3414)",1
"(0.0, 0.0, 0.0, 0.0, 1.08, 0.0, 1.5, 0.0, 0.73, 3388)",3
"(0.0, 0.0, 0.0, 0.0, 0.63, 0.0, 1.01, 0.0, 1.24, 3767)",3
"(0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 1.05, 0.0, 1.78, 3460)",3
"(0.0, 0.0, 0.0, 0.0, 0.62, 0.0, 0.6, 0.0, 1.86, 2309)",2
"(0.0, 0.0, 0.0, 0.0, 1.22, 0.0, 0.79, 0.0, 1.35, 2412)",2
"(0.0, 0.0, 0.0, 0.0, 0.67, 0.0, 0.66, 0.0, 1.5, 3708)",3
"(0.0, 0.0, 0.0, 0.0, 0.87, 0.0, 1.07, 0.0, 1.86, 2442)",2
"(0.0, 0.0, 0.0, 0.0, 0.96, 0.0, 0.7, 0.0, 1.5, 3723)",3
"(0.0, 0.0, 0.0, 0.0, 0.47, 0.0, 1.3, 0.0, 1.05, 3772)",3
"(0.0, 0.0, 0.0, 0.0, 0.97, 0.0, 1.41, 0.0, 1.45, 2158)",2
"(0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 0.56, 0.0, 0.86, 3711)",1
"(0.0, 0.0, 0.0, 0.0, 1.04, 0.0, 0.78, 0.0, 1.24, 2896)",2
"(0.0, 0.0, 0.0, 0.0, 1.23, 0.0, 1.33, 0.0, 0.94, 3430)",3
"(0.0, 0.0, 0.0, 0.0, 1.06, 0.0, 0.95, 0.0, 1.28, 3582)",3
"(0.0, 0.0, 0.0, 0.0, 1.34, 0.0, 1.39, 0.0, 1.64, 3298)",3
"(0.0, 0.0, 0.0, 0.0, 1.25, 0.0, 0.63, 0.0, 1.86, 2657)",2
"(0.0, 0.0, 0.0, 0.0, 1.03, 0.0, 0.5, 0.0, 0.66, 2330)",1
"(0.0, 0.0, 0.0, 0.0, 1.17, 0.0, 1.23, 0.0, 1.46, 2948)",2
"(0.0, 0.0, 0.0, 0.0, 1.03, 0.0, 0.81, 0.0, 0.74, 2138)",1
"(0.0, 0.0, 0.0, 0.0, 0.48, 0.0, 1.03, 0.0, 1.03, 3593)",1
"(0.0, 0.0, 0.0, 0.0, 1.13, 0.0, 0.69, 0.0, 1.2, 2467)",2
"(0.0, 0.0, 0.0, 0.0, 0.47, 0.0, 0.82, 0.0, 1.72, 3433)",3
"(0.0, 0.0, 0.0, 0.0, 1.26, 0.0, 1.16, 0.0, 0.91, 3807)",3
"(0.0, 0.0, 0.0, 0.0, 1.01, 0.0, 1.27, 0.0, 0.89, 3340)",3
"(0.0, 0.0, 0.0, 0.0, 1.17, 0.0, 1.14, 0.0, 0.96, 3655)",3
"(0.0, 0.0, 0.0, 0.0, 1.01, 0.0, 1.33, 0.0, 0.69, 2226)",2
"(0.0, 0.0, 0.0, 0.0, 1.27, 0.0, 0.81, 0.0, 1.25, 3431)",3
"(0.0, 0.0, 0.0, 0.0, 0.53, 0.0, 0.56, 0.0, 1.03, 3563)",1
"(0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 1.23, 0.0, 1.79, 3822)",3
"(0.0, 0.0, 0.0, 0.0, 1.25, 0.0, 1.32, 0.0, 1.24, 3590)",3
"(0.0, 0.0, 0.0, 0.0, 1.06, 0.0, 0.94, 0.0, 0.84, 2813)",2
"(0.0, 0.0, 0.0, 0.0, 0.84, 0.0, 1.34, 0.0, 1.58, 2677)",2
"(0.0, 0.0, 0.0, 0.0, 1.02, 0.0, 1.19, 0.0, 0.74, 2442)",2
"(0.0, 0.0, 0.0, 0.0, 0.62, 0.0, 1.45, 0.0, 1.23, 3547)",3
"(0.0, 0.0, 0.0, 0.0, 1.24, 0.0, 1.05, 0.0, 1.77, 2280)",2
"(0.0, 0.0, 0.0, 0.0, 0.62, 0.0, 0.64, 0.0, 1.43, 3756)",1
"(0.0, 0.0, 0.0, 0.0, 0.91, 0.0, 0.9, 0.0, 1.21, 2990)",2
"(0.0, 0.0, 0.0, 0.0, 0.73, 0.0, 0.55, 0.0, 1.25, 3029)",1
"(0.0, 0.0, 0.0, 0.0, 0.57, 0.0, 1.14, 0.0, 1.01, 3215)",3
"(0.0, 0.0, 0.0, 0.0, 0.53, 0.0, 1.27, 0.0, 1.19, 2918)",2
"(0.0, 0.0, 0.0, 0.0, 0.68, 0.0, 0.62, 0.0, 0.88, 3770)",1
"(0.0, 0.0, 0.0, 0.0, 1.12, 0.0, 1.46, 0.0, 0.9, 3303)",3
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.1, 0.0, 1.6, 2145)",2
"(0.0, 0.0, 0.0, 0.0, 0.83, 0.0, 0.77, 0.0, 1.45, 2119)",2
"(0.0, 0.0, 0.0, 0.0, 1.03, 0.0, 0.56, 0.0, 1.86, 3487)",3
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.37, 0.0, 1.26, 2043)",2
"(0.0, 0.0, 0.0, 0.0, 1.22, 0.0, 0.93, 0.0, 1.01, 3820)",3
"(0.0, 0.0, 0.0, 0.0, 1.13, 0.0, 1.43, 0.0, 1.34, 2454)",2
"(0.0, 0.0, 0.0, 0.0, 1.35, 0.0, 0.75, 0.0, 0.79, 3484)",3
"(0.0, 0.0, 0.0, 0.0, 0.92, 0.0, 1.02, 0.0, 1.29, 2323)",2
"(0.0, 0.0, 0.0, 0.0, 0.88, 0.0, 1.14, 0.0, 1.08, 2403)",2
"(0.0, 0.0, 0.0, 0.0, 1.11, 0.0, 0.93, 0.0, 1.23, 3816)",3
"(0.0, 0.0, 0.0, 0.0, 0.72, 0.0, 0.53, 0.0, 0.86, 2541)",1
"(0.0, 0.0, 0.0, 0.0, 1.34, 0.0, 1.46, 0.0, 1.07, 3723)",3
"(0.0, 0.0, 0.0, 0.0, 1.11, 0.0, 0.92, 0.0, 1.82, 3308)",3
"(0.0, 0.0, 0.0, 0.0, 1.17, 0.0, 1.08, 0.0, 1.59, 3149)",3
"(0.0, 0.0, 0.0, 0.0, 1.31, 0.0, 1.24, 0.0, 0.67, 3462)",3
"(0.0, 0.0, 0.0, 0.0, 1.32, 0.0, 1.31, 0.0, 1.48, 2449)",2
"(0.0, 0.0, 0.0, 0.0, 1.13, 0.0, 0.97, 0.0, 0.76, 3117)",3
"(0.0, 0.0, 0.0, 0.0, 1.15, 0.0, 0.72, 0.0, 1.14, 3390)",3
"(0.0, 0.0, 0.0, 0.0, 1.29, 0.0, 0.96, 0.0, 1.84, 2038)",2
"(0.0, 0.0, 0.0, 0.0, 1.11, 0.0, 0.79, 0.0, 1.03, 2033)",2
"(0.0, 0.0, 0.0, 0.0, 1.1, 0.0, 0.54, 0.0, 1.7, 3022)",3
"(0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.9, 0.0, 1.63, 2623)",2
"(0.0, 0.0, 0.0, 0.0, 0.52, 0.0, 0.63, 0.0, 0.89, 3296)",1
"(0.0, 0.0, 0.0, 0.0, 0.48, 0.0, 1.28, 0.0, 1.87, 3180)",3
"(0.0, 0.0, 0.0, 0.0, 0.87, 0.0, 0.92, 0.0, 1.39, 2424)",2
"(0.0, 0.0, 0.0, 0.0, 0.67, 0.0, 1.44, 0.0, 1.7, 2261)",2
"(0.0, 0.0, 0.0, 0.0, 0.65, 0.0, 0.54, 0.0, 0.62, 2405)",1
"(0.0, 0.0, 0.0, 0.0, 1.25, 0.0, 0.54, 0.0, 1.41, 2615)",2
"(0.0, 0.0, 0.0, 0.0, 0.96, 0.0, 0.69, 0.0, 1.09, 2997)",2
"(0.0, 0.0, 0.0, 0.0, 0.91, 0.0, 1.16, 0.0, 1.14, 3059)",3
"(0.0, 0.0, 0.0, 0.0, 0.47, 0.0, 1.2, 0.0, 1.5, 3407)",3
"(0.0, 0.0, 0.0, 0.0, 0.83, 0.0, 1.09, 0.0, 0.69, 3138)",1
"(0.0, 0.0, 0.0, 0.0, 0.91, 0.0, 1.0, 0.0, 0.64, 3887)",1
"(0.0, 0.0, 0.0, 0.0, 0.86, 0.0, 0.94, 0.0, 1.3, 3651)",3
"(0.0, 0.0, 0.0, 0.0, 0.79, 0.0, 0.58, 0.0, 1.36, 2906)",2
"(0.0, 0.0, 0.0, 0.0, 0.74, 0.0, 0.8, 0.0, 1.05, 2857)",1
"(0.0, 0.0, 0.0, 0.0, 1.06, 0.0, 0.65, 0.0, 1.31, 3200)",3
"(0.0, 0.0, 0.0, 0.0, 0.72, 0.0, 0.95, 0.0, 0.78, 3374)",1
"(0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.59, 0.0, 1.35, 2661)",1
"(0.0, 0.0, 0.0, 0.0, 1.23, 0.0, 1.17, 0.0, 0.98, 2391)",2
"(0.0, 0.0, 0.0, 0.0, 0.59, 0.0, 0.67, 0.0, 1.69, 2255)",2
"(0.0, 0.0, 0.0, 0.0, 1.29, 0.0, 0.53, 0.0, 1.12, 2112)",2
"(0.0, 0.0, 0.0, 0.0, 1.25, 0.0, 1.16, 0.0, 1.07, 3106)",3
"(0.0, 0.0, 0.0, 0.0, 0.57, 0.0, 1.2, 0.0, 1.1, 2315)",2
"(0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 1.21, 0.0, 1.03, 3581)",3
"(0.0, 0.0, 0.0, 0.0, 0.72, 0.0, 0.71, 0.0, 1.34, 2491)",2
"(0.0, 0.0, 0.0, 0.0, 0.97, 0.0, 1.04, 0.0, 1.03, 2683)",2
"(0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.42, 0.0, 0.64, 2640)",1
"(0.0, 0.0, 0.0, 0.0, 0.63, 0.0, 1.13, 0.0, 1.51, 2749)",2
"(0.0, 0.0, 0.0, 0.0, 1.09, 0.0, 1.35, 0.0, 1.69, 3757)",3
"(0.0, 0.0, 0.0, 0.0, 1.05, 0.0, 0.58, 0.0, 1.67, 2223)",2
"(0.0, 0.0, 0.0, 0.0, 0.83, 0.0, 1.02, 0.0, 1.17, 2914)",2
"(0.0, 0.0, 0.0, 0.0, 1.32, 0.0, 0.78, 0.0, 0.71, 2165)",2
"(0.0, 0.0, 0.0, 0.0, 1.06, 0.0, 1.43, 0.0, 1.59, 3413)",3
"(0.0, 0.0, 0.0, 0.0, 0.99, 0.0, 1.13, 0.0, 1.56, 3249)",3
"(0.0, 0.0, 0.0, 0.0, 1.25, 0.0, 0.85, 0.0, 1.76, 2566)",2
"(0.0, 0.0, 0.0, 0.0, 0.92, 0.0, 0.59, 0.0, 0.91, 3877)",1
"(0.0, 0.0, 0.0, 0.0, 1.35, 0.0, 0.65, 0.0, 1.22, 3726)",3
"(0.0, 0.0, 0.0, 0.0, 1.19, 0.0, 1.05, 0.0, 1.08, 3647)",3
"(0.0, 0.0, 0.0, 0.0, 0.48, 0.0, 1.47, 0.0, 1.3, 3824)",3
"(0.0, 0.0, 0.0, 0.0, 1.35, 0.0, 0.6, 0.0, 1.59, 2189)",2
"(0.0, 0.0, 0.0, 0.0, 1.06, 0.0, 1.04, 0.0, 1.69, 2705)",2
"(0.0, 0.0, 0.0, 0.0, 0.82, 0.0, 1.45, 0.0, 1.65, 2366)",2
"(0.0, 0.0, 0.0, 0.0, 1.33, 0.0, 0.87, 0.0, 0.77, 2336)",2
"(0.0, 0.0, 0.0, 0.0, 0.97, 0.0, 0.88, 0.0, 1.27, 2388)",2
"(0.0, 0.0, 0.0, 0.0, 1.02, 0.0, 1.03, 0.0, 1.07, 3577)",3
"(0.0, 0.0, 0.0, 0.0, 1.03, 0.0, 0.56, 0.0, 0.91, 3188)",1
"(0.0, 0.0, 0.0, 0.0, 1.29, 0.0, 0.76, 0.0, 1.13, 3896)",3
"(0.0, 0.0, 0.0, 0.0, 0.93, 0.0, 1.21, 0.0, 1.45, 3582)",3
"(0.0, 0.0, 0.0, 0.0, 0.72, 0.0, 0.63, 0.0, 1.28, 2592)",1
"(0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.71, 0.0, 1.37, 2420)",2
"(0.0, 0.0, 0.0, 0.0, 0.76, 0.0, 1.03, 0.0, 1.63, 3015)",3
"(0.0, 0.0, 0.0, 0.0, 1.33, 0.0, 1.41, 0.0, 1.53, 2684)",2
"(0.0, 0.0, 0.0, 0.0, 1.28, 0.0, 1.07, 0.0, 1.03, 3248)",3
"(0.0, 0.0, 0.0, 0.0, 1.24, 0.0, 1.46, 0.0, 1.12, 3501)",3
"(0.0, 0.0, 0.0, 0.0, 0.88, 0.0, 1.03, 0.0, 1.78, 2852)",2
"(0.0, 0.0, 0.0, 0.0, 1.05, 0.0, 0.65, 0.0, 0.78, 2084)",1
"(0.0, 0.0, 0.0, 0.0, 0.96, 0.0, 0.83, 0.0, 1.41, 2901)",2
"(0.0, 0.0, 0.0, 0.0, 0.61, 0.0, 0.9, 0.0, 1.55, 3382)",3
"(0.0, 0.0, 0.0, 0.0, 0.68, 0.0, 1.45, 0.0, 1.48, 2601)",2
"(0.0, 0.0, 0.0, 0.0, 0.49, 0.0, 0.68, 0.0, 0.66, 2518)",1
"(0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.54, 0.0, 1.09, 3540)",1
"(0.0, 0.0, 0.0, 0.0, 1.17, 0.0, 1.43, 0.0, 0.95, 3452)",3
"(0.0, 0.0, 0.0, 0.0, 0.98, 0.0, 0.64, 0.0, 1.29, 3185)",3
"(0.0, 0.0, 0.0, 0.0, 0.78, 0.0, 1.19, 0.0, 1.53, 3089)",3
"(0.0, 0.0, 0.0, 0.0, 0.47, 0.0, 1.2, 0.0, 1.03, 2689)",1
"(0.0, 0.0, 0.0, 0.0, 1.23, 0.0, 1.25, 0.0, 0.92, 3583)",3
"(0.0, 0.0, 0.0, 0.0, 1.02, 0.0, 0.5, 0.0, 0.96, 2985)",1
"(0.0, 0.0, 0.0, 0.0, 0.79, 0.0, 1.03, 0.0, 0.99, 2879)",2
"(0.0, 0.0, 0.0, 0.0, 0.48, 0.0, 1.2, 0.0, 0.86, 3157)",1
"(0.0, 0.0, 0.0, 0.0, 1.13, 0.0, 1.38, 0.0, 0.62, 2887)",2
"(0.0, 0.0, 0.0, 0.0, 0.52, 0.0, 1.22, 0.0, 1.41, 3406)",3
"(0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 1.5, 0.0, 1.11, 3758)",3
"(0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.79, 0.0, 0.87, 3160)",1
"(0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 1.28, 0.0, 0.89, 3208)",3
"(0.0, 0.0, 0.0, 0.0, 0.71, 0.0, 1.2, 0.0, 0.86, 3225)",3
"(0.0, 0.0, 0.0, 0.0, 0.77, 0.0, 1.17, 0.0, 1.04, 2048)",2
"(0.0, 0.0, 0.0, 0.0, 0.49, 0.0, 0.75, 0.0, 0.7, 2150)",1
"(0.0, 0.0, 0.0, 0.0, 1.33, 0.0, 1.31, 0.0, 0.78, 2230)",2
"(0.0, 0.0, 0.0, 0.0, 1.01, 0.0, 0.66, 0.0, 0.8, 2490)",1
"(0.0, 0.0, 0.0, 0.0, 1.15, 0.0, 1.11, 0.0, 1.69, 3495)",3
"(0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 1.0, 0.0, 1.65, 2927)",2
"(0.0, 0.0, 0.0, 0.0, 0.81, 0.0, 1.21, 0.0, 0.89, 3810)",3
"(0.0, 0.0, 0.0, 0.0, 0.99, 0.0, 0.6, 0.0, 1.72, 3385)",3
"(0.0, 0.0, 0.0, 0.0, 0.69, 0.0, 1.28, 0.0, 1.54, 2339)",2
"(0.0, 0.0, 0.0, 0.0, 0.54, 0.0, 1.4, 0.0, 1.84, 3134)",3
"(0.0, 0.0, 0.0, 0.0, 0.69, 0.0, 0.94, 0.0, 1.56, 3798)",3
"(0.0, 0.0, 0.0, 0.0, 0.94, 0.0, 0.83, 0.0, 1.39, 2945)",2
"(0.0, 0.0, 0.0, 0.0, 1.29, 0.0, 1.33, 0.0, 0.65, 2165)",2
"(0.0, 0.0, 0.0, 0.0, 0.52, 0.0, 1.02, 0.0, 0.89, 2650)",1
"(0.0, 0.0, 0.0, 0.0, 0.76, 0.0, 1.3, 0.0, 0.85, 3756)",3
"(0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.88, 0.0, 1.41, 2685)",2
"(0.0, 0.0, 0.0, 0.0, 0.66, 0.0, 1.0, 0.0, 0.87, 2766)",1
"(0.0, 0.0, 0.0, 0.0, 0.68, 0.0, 0.98, 0.0, 0.96, 2025)",1
"(0.0, 0.0, 0.0, 0.0, 1.04, 0.0, 0.94, 0.0, 1.24, 3287)",3
"(0.0, 0.0, 0.0, 0.0, 1.23, 0.0, 0.52, 0.0, 0.77, 2478)",1
"(0.0, 0.0, 0.0, 0.0, 1.07, 0.0, 1.26, 0.0, 1.56, 2665)",2
"(0.0, 0.0, 0.0, 0.0, 1.28, 0.0, 1.5, 0.0, 1.0, 2739)",2
"(0.0, 0.0, 0.0, 0.0, 1.31, 0.0, 1.13, 0.0, 1.75, 3309)",3
"(0.0, 0.0, 0.0, 0.0, 1.23, 0.0, 1.32, 0.0, 1.37, 3161)",3
"(0.0, 0.0, 0.0, 0.0, 0.97, 0.0, 0.62, 0.0, 1.72, 3352)",3
"(0.0, 0.0, 0.0, 0.0, 0.57, 0.0, 0.67, 0.0, 1.1, 2942)",1
"(0.0, 0.0, 0.0, 0.0, 0.79, 0.0, 0.66, 0.0, 0.65, 3462)",1
"(0.0, 0.0, 0.0, 0.0, 0.55, 0.0, 0.84, 0.0, 0.94, 2182)",1
"(0.0, 0.0, 0.0, 0.0, 0.57, 0.0, 1.14, 0.0, 1.85, 3528)",3
"(0.0, 0.0, 0.0, 0.0, 0.68, 0.0, 0.73, 0.0, 1.29, 3703)",1
"(0.0, 0.0, 0.0, 0.0, 1.21, 0.0, 0.85, 0.0, 1.25, 2133)",2
"(0.0, 0.0, 0.0, 0.0, 1.3, 0.0, 1.12, 0.0, 1.36, 3826)",3
"(0.0, 0.0, 0.0, 0.0, 0.99, 0.0, 0.66, 0.0, 1.4, 3660)",3
"(0.0, 0.0, 0.0, 0.0, 1.24, 0.0, 0.54, 0.0, 1.19, 2208)",2
"(0.0, 0.0, 0.0, 0.0, 0.81, 0.0, 1.46, 0.0, 1.15, 2423)",2
"(0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.67, 0.0, 0.98, 2900)",2
"(0.0, 0.0, 0.0, 0.0, 0.63, 0.0, 0.87, 0.0, 1.67, 3162)",3
"(0.0, 0.0, 0.0, 0.0, 0.78, 0.0, 0.67, 0.0, 1.41, 3625)",3
"(0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.71, 0.0, 1.49, 3331)",3
"(0.0, 0.0, 0.0, 0.0, 0.46, 0.0, 1.24, 0.0, 1.49, 2407)",2
"(0.0, 0.0, 0.0, 0.0, 1.33, 0.0, 0.81, 0.0, 1.8, 2360)",2
"(0.0, 0.0, 0.0, 0.0, 1.18, 0.0, 0.52, 0.0, 1.02, 2182)",2
"(0.0, 0.0, 0.0, 0.0, 0.74, 0.0, 0.92, 0.0, 0.83, 2394)",1
"(0.0, 0.0, 0.0, 0.0, 0.87, 0.0, 1.03, 0.0, 1.54, 2102)",2
"(0.0, 0.0, 0.0, 0.0, 0.86, 0.0, 1.45, 0.0, 0.81, 3838)",3
"(0.0, 0.0, 0.0, 0.0, 0.48, 0.0, 1.48, 0.0, 1.39, 2668)",2
"(0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 1.0, 0.0, 1.33, 3276)",3
"(0.0, 0.0, 0.0, 0.0, 1.06, 0.0, 0.76, 0.0, 0.79, 3191)",1
"(0.0, 0.0, 0.0, 0.0, 0.55, 0.0, 1.0, 0.0, 1.84, 3081)",3
"(0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 1.47, 0.0, 1.39, 3668)",3
"(0.0, 0.0, 0.0, 0.0, 1.27, 0.0, 0.82, 0.0, 1.4, 2170)",2
"(0.0, 0.0, 0.0, 0.0, 0.71, 0.0, 0.84, 0.0, 1.2, 3385)",3
"(0.0, 0.0, 0.0, 0.0, 1.26, 0.0, 0.79, 0.0, 1.19, 2558)",2
"(0.0, 0.0, 0.0, 0.0, 1.06, 0.0, 1.0, 0.0, 1.18, 2120)",2
"(0.0, 0.0, 0.0, 0.0, 0.94, 0.0, 0.51, 0.0, 1.79, 3512)",3
"(0.0, 0.0, 0.0, 0.0, 0.91, 0.0, 0.85, 0.0, 1.15, 2863)",2
"(0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 1.08, 0.0, 0.65, 2630)",1
"(0.0, 0.0, 0.0, 0.0, 1.08, 0.0, 0.67, 0.0, 1.54, 2112)",2
"(0.0, 0.0, 0.0, 0.0, 0.87, 0.0, 1.45, 0.0, 1.4, 2796)",2
"(0.0, 0.0, 0.0, 0.0, 0.73, 0.0, 1.19, 0.0, 1.75, 2770)",2
"(0.0, 0.0, 0.0, 0.0, 0.53, 0.0, 1.2, 0.0, 1.21, 2317)",2
"(0.0, 0.0, 0.0, 0.0, 0.86, 0.0, 1.13, 0.0, 1.21, 3478)",3
"(0.0, 0.0, 0.0, 0.0, 0.69, 0.0, 0.8, 0.0, 1.19, 3760)",1
"(0.0, 0.0, 0.0, 0.0, 0.87, 0.0, 1.14, 0.0, 1.16, 2515)",2
"(0.0, 0.0, 0.0, 0.0, 0.57, 0.0, 0.98, 0.0, 1.2, 3579)",3
"(0.0, 0.0, 0.0, 0.0, 1.32, 0.0, 1.41, 0.0, 1.03, 2779)",2
"(0.0, 0.0, 0.0, 0.0, 0.73, 0.0, 1.31, 0.0, 1.62, 3575)",3
"(0.0, 0.0, 0.0, 0.0, 1.13, 0.0, 1.26, 0.0, 1.87, 3309)",3
"(0.0, 0.0, 0.0, 0.0, 1.25, 0.0, 0.96, 0.0, 0.94, 3749)",3
"(0.0, 0.0, 0.0, 0.0, 0.78, 0.0, 0.95, 0.0, 1.4, 2180)",2
"(0.0, 0.0, 0.0, 0.0, 0.76, 0.0, 1.09, 0.0, 1.29, 2592)",2
"(0.0, 0.0, 0.0, 0.0, 0.97, 0.0, 1.34, 0.0, 0.63, 3661)",3
"(0.0, 0.0, 0.0, 0.0, 1.13, 0.0, 0.71, 0.0, 1.2, 2782)",2
"(0.0, 0.0, 0.0, 0.0, 0.76, 0.0, 0.75, 0.0, 1.05, 2523)",1
"(0.0, 0.0, 0.0, 0.0, 0.93, 0.0, 0.74, 0.0, 0.77, 3081)",1
"(0.0, 0.0, 0.0, 0.0, 0.99, 0.0, 0.89, 0.0, 1.86, 2800)",2
"(0.0, 0.0, 0.0, 0.0, 1.12, 0.0, 1.48, 0.0, 1.83, 3725)",3
"(0.0, 0.0, 0.0, 0.0, 0.61, 0.0, 1.36, 0.0, 1.66, 3485)",3
"(0.0, 0.0, 0.0, 0.0, 0.53, 0.0, 1.16, 0.0, 0.89, 3509)",1
"(0.0, 0.0, 0.0, 0.0, 0.99, 0.0, 1.25, 0.0, 0.84, 3605)",3
"(0.0, 0.0, 0.0, 0.0, 0.92, 0.0, 0.87, 0.0, 1.65, 3841)",3
"(0.0, 0.0, 0.0, 0.0, 0.78, 0.0, 0.69, 0.0, 1.43, 2759)",2
"(0.0, 0.0, 0.0, 0.0, 0.89, 0.0, 1.3, 0.0, 0.78, 2015)",2
"(0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.51, 0.0, 1.42, 3197)",1
"(0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.92, 0.0, 1.24, 2365)",2
"(0.0, 0.0, 0.0, 0.0, 0.93, 0.0, 1.06, 0.0, 1.52, 2687)",2
"(0.0, 0.0, 0.0, 0.0, 1.18, 0.0, 1.47, 0.0, 0.93, 3843)",3
"(0.0, 0.0, 0.0, 0.0, 0.97, 0.0, 1.06, 0.0, 1.29, 2486)",2
"(0.0, 0.0, 0.0, 0.0, 1.32, 0.0, 1.39, 0.0, 1.51, 2760)",2
"(0.0, 0.0, 0.0, 0.0, 0.51, 0.0, 1.41, 0.0, 0.77, 2623)",1
"(0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 1.08, 0.0, 1.29, 3647)",3
